,oxy1_adc,mV0_1,oxy2_adc,mV0_2
3336,96,0.0015,93,0.001453
3337,98,0.001531,93,0.001453
3338,97,0.001516,93,0.001453
3339,97,0.001516,93,0.001453
3340,97,0.001516,92,0.001438
3341,96,0.0015,92,0.001438
3342,97,0.001516,92,0.001438
3343,96,0.0015,92,0.001438
3344,96,0.0015,94,0.001469
3345,97,0.001516,93,0.001453
3346,97,0.001516,93,0.001453
3347,97,0.001516,92,0.001438
3348,96,0.0015,93,0.001453
3349,97,0.001516,93,0.001453
3350,98,0.001531,94,0.001469
3351,97,0.001516,93,0.001453
3352,97,0.001516,93,0.001453
3353,97,0.001516,93,0.001453
3354,97,0.001516,92,0.001438
3355,97,0.001516,93,0.001453
3356,97,0.001516,92,0.001438
3357,97,0.001516,93,0.001453
3358,96,0.0015,93,0.001453
3359,96,0.0015,93,0.001453
3360,96,0.0015,92,0.001438
3361,97,0.001516,93,0.001453
3362,97,0.001516,93,0.001453
3363,97,0.001516,93,0.001453
3364,97,0.001516,93,0.001453
3365,95,0.001484,93,0.001453
3366,96,0.0015,93,0.001453
3367,97,0.001516,93,0.001453
3368,97,0.001516,93,0.001453
3369,96,0.0015,92,0.001438
3370,97,0.001516,92,0.001438
3371,96,0.0015,94,0.001469
3372,96,0.0015,94,0.001469
3373,97,0.001516,92,0.001438
3374,96,0.0015,93,0.001453
3375,97,0.001516,92,0.001438
3376,96,0.0015,92,0.001438
3377,97,0.001516,92,0.001438
3378,97,0.001516,94,0.001469
3379,96,0.0015,94,0.001469
3380,96,0.0015,93,0.001453
3381,96,0.0015,94,0.001469
3382,96,0.0015,92,0.001438
3383,96,0.0015,93,0.001453
3384,97,0.001516,93,0.001453
3385,97,0.001516,94,0.001469
3386,96,0.0015,93,0.001453
3387,97,0.001516,93,0.001453
3388,96,0.0015,94,0.001469
3389,96,0.0015,93,0.001453
3390,96,0.0015,91,0.001422
3391,97,0.001516,92,0.001438
3392,97,0.001516,91,0.001422
3393,97,0.001516,93,0.001453
3394,97,0.001516,94,0.001469
3395,96,0.0015,94,0.001469
3396,96,0.0015,93,0.001453
3397,96,0.0015,92,0.001438
3398,97,0.001516,93,0.001453
3399,98,0.001531,93,0.001453
3400,96,0.0015,92,0.001438
3401,96,0.0015,93,0.001453
3402,97,0.001516,93,0.001453
3403,97,0.001516,93,0.001453
3404,97,0.001516,92,0.001438
3405,97,0.001516,93,0.001453
3406,96,0.0015,92,0.001438
3407,97,0.001516,92,0.001438
3408,96,0.0015,93,0.001453
3409,96,0.0015,93,0.001453
3410,97,0.001516,93,0.001453
3411,97,0.001516,91,0.001422
3412,97,0.001516,93,0.001453
3413,96,0.0015,93,0.001453
3414,96,0.0015,92,0.001438
3415,98,0.001531,93,0.001453
3416,97,0.001516,92,0.001438
3417,96,0.0015,92,0.001438
3418,96,0.0015,94,0.001469
3419,97,0.001516,93,0.001453
3420,97,0.001516,93,0.001453
3421,97,0.001516,94,0.001469
3422,96,0.0015,93,0.001453
3423,96,0.0015,93,0.001453
3424,96,0.0015,93,0.001453
3425,98,0.001531,93,0.001453
3426,97,0.001516,92,0.001438
3427,96,0.0015,93,0.001453
3428,97,0.001516,93,0.001453
3429,96,0.0015,93,0.001453
3430,97,0.001516,92,0.001438
3431,95,0.001484,93,0.001453
3432,96,0.0015,93,0.001453
3433,97,0.001516,92,0.001438
3434,96,0.0015,93,0.001453
3435,95,0.001484,92,0.001438
3436,95,0.001484,92,0.001438
3437,97,0.001516,94,0.001469
3438,96,0.0015,93,0.001453
3439,97,0.001516,92,0.001438
3440,97,0.001516,92,0.001438
3441,97,0.001516,93,0.001453
3442,96,0.0015,91,0.001422
3443,97,0.001516,93,0.001453
3444,97,0.001516,93,0.001453
3445,96,0.0015,93,0.001453
3446,96,0.0015,92,0.001438
3447,97,0.001516,92,0.001438
3448,95,0.001484,93,0.001453
3449,97,0.001516,92,0.001438
3450,96,0.0015,93,0.001453
3451,97,0.001516,93,0.001453
3452,95,0.001484,91,0.001422
3453,97,0.001516,92,0.001438
3454,97,0.001516,93,0.001453
3455,96,0.0015,93,0.001453
3456,97,0.001516,93,0.001453
3457,98,0.001531,93,0.001453
3458,97,0.001516,93,0.001453
3459,97,0.001516,93,0.001453
3460,96,0.0015,94,0.001469
3461,96,0.0015,94,0.001469
3462,97,0.001516,92,0.001438
3463,97,0.001516,93,0.001453
3464,96,0.0015,92,0.001438
3465,96,0.0015,92,0.001438
3466,98,0.001531,93,0.001453
3467,96,0.0015,93,0.001453
3468,96,0.0015,92,0.001438
3469,96,0.0015,93,0.001453
3470,97,0.001516,93,0.001453
3471,96,0.0015,93,0.001453
3472,97,0.001516,94,0.001469
3473,97,0.001516,92,0.001438
3474,95,0.001484,93,0.001453
3475,97,0.001516,93,0.001453
3476,97,0.001516,93,0.001453
3477,97,0.001516,93,0.001453
3478,99,0.001547,93,0.001453
3479,97,0.001516,92,0.001438
3480,96,0.0015,92,0.001438
3481,97,0.001516,93,0.001453
3482,96,0.0015,92,0.001438
3483,96,0.0015,92,0.001438
3484,96,0.0015,93,0.001453
3485,97,0.001516,92,0.001438
3486,96,0.0015,92,0.001438
3487,96,0.0015,93,0.001453
3488,97,0.001516,92,0.001438
3489,97,0.001516,93,0.001453
3490,96,0.0015,92,0.001438
3491,97,0.001516,93,0.001453
3492,96,0.0015,93,0.001453
3493,95,0.001484,93,0.001453
3494,96,0.0015,93,0.001453
3495,95,0.001484,92,0.001438
3496,96,0.0015,93,0.001453
3497,96,0.0015,93,0.001453
3498,96,0.0015,93,0.001453
3499,95,0.001484,92,0.001438
3500,96,0.0015,92,0.001438
3501,96,0.0015,93,0.001453
3502,96,0.0015,93,0.001453
3503,96,0.0015,93,0.001453
3504,97,0.001516,92,0.001438
3505,96,0.0015,93,0.001453
3506,96,0.0015,92,0.001438
3507,97,0.001516,93,0.001453
3508,97,0.001516,93,0.001453
3509,97,0.001516,93,0.001453
3510,97,0.001516,92,0.001438
3511,96,0.0015,93,0.001453
3512,95,0.001484,92,0.001438
3513,97,0.001516,92,0.001438
3514,95,0.001484,92,0.001438
3515,95,0.001484,92,0.001438
3516,96,0.0015,92,0.001438
3517,96,0.0015,93,0.001453
3518,96,0.0015,92,0.001438
3519,96,0.0015,92,0.001438
3520,95,0.001484,94,0.001469
3521,97,0.001516,92,0.001438
3522,96,0.0015,92,0.001438
3523,96,0.0015,92,0.001438
3524,96,0.0015,92,0.001438
3525,96,0.0015,92,0.001438
3526,95,0.001484,92,0.001438
3527,97,0.001516,92,0.001438
3528,96,0.0015,92,0.001438
3529,97,0.001516,94,0.001469
3530,97,0.001516,92,0.001438
3531,97,0.001516,93,0.001453
3532,97,0.001516,92,0.001438
3533,97,0.001516,93,0.001453
3534,96,0.0015,92,0.001438
3535,97,0.001516,92,0.001438
3536,96,0.0015,92,0.001438
3537,96,0.0015,94,0.001469
3538,96,0.0015,92,0.001438
3539,96,0.0015,92,0.001438
3540,97,0.001516,93,0.001453
3541,96,0.0015,94,0.001469
3542,97,0.001516,92,0.001438
3543,96,0.0015,92,0.001438
3544,95,0.001484,93,0.001453
3545,96,0.0015,93,0.001453
3546,96,0.0015,92,0.001438
3547,96,0.0015,93,0.001453
3548,95,0.001484,93,0.001453
3549,96,0.0015,92,0.001438
3550,95,0.001484,91,0.001422
3551,96,0.0015,93,0.001453
3552,95,0.001484,93,0.001453
3553,96,0.0015,92,0.001438
3554,97,0.001516,93,0.001453
3555,96,0.0015,93,0.001453
3556,95,0.001484,92,0.001438
3557,96,0.0015,95,0.001484
3558,95,0.001484,92,0.001438
3559,95,0.001484,93,0.001453
3560,96,0.0015,92,0.001438
3561,96,0.0015,92,0.001438
3562,96,0.0015,92,0.001438
3563,97,0.001516,92,0.001438
3564,97,0.001516,93,0.001453
3565,96,0.0015,93,0.001453
3566,96,0.0015,94,0.001469
3567,95,0.001484,93,0.001453
3568,96,0.0015,91,0.001422
3569,96,0.0015,93,0.001453
3570,97,0.001516,92,0.001438
3571,97,0.001516,93,0.001453
3572,95,0.001484,93,0.001453
3573,96,0.0015,93,0.001453
3574,95,0.001484,92,0.001438
3575,96,0.0015,93,0.001453
3576,96,0.0015,92,0.001438
3577,95,0.001484,93,0.001453
3578,95,0.001484,92,0.001438
3579,96,0.0015,92,0.001438
3580,97,0.001516,93,0.001453
3581,96,0.0015,91,0.001422
3582,97,0.001516,92,0.001438
3583,96,0.0015,92,0.001438
3584,96,0.0015,92,0.001438
3585,96,0.0015,91,0.001422
3586,95,0.001484,93,0.001453
3587,96,0.0015,92,0.001438
3588,95,0.001484,93,0.001453
3589,95,0.001484,92,0.001438
3590,95,0.001484,92,0.001438
3591,96,0.0015,92,0.001438
3592,95,0.001484,93,0.001453
3593,96,0.0015,93,0.001453
3594,97,0.001516,93,0.001453
3595,95,0.001484,92,0.001438
3596,95,0.001484,93,0.001453
3597,97,0.001516,93,0.001453
3598,95,0.001484,92,0.001438
3599,96,0.0015,93,0.001453
3600,97,0.001516,93,0.001453
3601,97,0.001516,92,0.001438
3602,95,0.001484,93,0.001453
3603,97,0.001516,93,0.001453
3604,96,0.0015,93,0.001453
3605,96,0.0015,93,0.001453
3606,97,0.001516,92,0.001438
3607,97,0.001516,93,0.001453
3608,96,0.0015,93,0.001453
3609,96,0.0015,92,0.001438
3610,96,0.0015,92,0.001438
3611,95,0.001484,92,0.001438
3612,97,0.001516,92,0.001438
3613,96,0.0015,94,0.001469
3614,96,0.0015,91,0.001422
3615,95,0.001484,92,0.001438
3616,96,0.0015,93,0.001453
3617,96,0.0015,93,0.001453
3618,97,0.001516,92,0.001438
3619,96,0.0015,93,0.001453
3620,96,0.0015,93,0.001453
3621,97,0.001516,92,0.001438
3622,98,0.001531,93,0.001453
3623,96,0.0015,92,0.001438
3624,96,0.0015,92,0.001438
3625,96,0.0015,91,0.001422
3626,96,0.0015,92,0.001438
3627,97,0.001516,93,0.001453
3628,96,0.0015,91,0.001422
3629,95,0.001484,92,0.001438
3630,95,0.001484,91,0.001422
3631,95,0.001484,93,0.001453
3632,98,0.001531,93,0.001453
3633,95,0.001484,91,0.001422
3634,96,0.0015,93,0.001453
3635,96,0.0015,93,0.001453
3636,95,0.001484,92,0.001438
3637,95,0.001484,93,0.001453
3638,98,0.001531,91,0.001422
3639,95,0.001484,92,0.001438
3640,96,0.0015,92,0.001438
3641,97,0.001516,93,0.001453
3642,96,0.0015,92,0.001438
3643,97,0.001516,91,0.001422
3644,96,0.0015,92,0.001438
3645,96,0.0015,94,0.001469
3646,95,0.001484,93,0.001453
3647,97,0.001516,93,0.001453
3648,95,0.001484,93,0.001453
3649,97,0.001516,92,0.001438
3650,96,0.0015,91,0.001422
3651,96,0.0015,92,0.001438
3652,96,0.0015,92,0.001438
3653,96,0.0015,91,0.001422
3654,95,0.001484,93,0.001453
3655,97,0.001516,91,0.001422
3656,94,0.001469,92,0.001438
3657,97,0.001516,93,0.001453
3658,96,0.0015,91,0.001422
3659,96,0.0015,90,0.001406
3660,96,0.0015,92,0.001438
3661,95,0.001484,93,0.001453
3662,96,0.0015,92,0.001438
3663,95,0.001484,92,0.001438
3664,95,0.001484,92,0.001438
3665,96,0.0015,93,0.001453
3666,95,0.001484,92,0.001438
3667,95,0.001484,92,0.001438
3668,96,0.0015,92,0.001438
3669,96,0.0015,91,0.001422
